Season,Date submitted,Order number,Username,Order status,Due date,Charged,Charged amount,Charged by operator,Product name,Physical document,Copies,Paper size,Paper color,Paper type,Print color,Single or double sided,Binding,Stab binding Material,Saddle stitch binding Material,Saddle stitch binding Binding Edge,Stapling Position,Front cover,Front cover Print on cover,Back cover,Hole punching,Laminating,Cutting,Collating,Folding,Packaging,Material name,Material color,Print Information (DMC staff only) Square Inches,Print Information (DMC staff only) Printer,Print information Print mode,Print information Filament Weight (CLC/DMC Staff use only),Special Information (Operator Only) Job difficulty,Special Information (Operator Only) Machine,Delivery option,Delivery label,Delivery details,Proof required,Total color pages,Total grayscale pages
Fall 2025,11/6/2025 11:25,26378.0,jaba4781,Completed - Ready For Pickup,11/20/2025,Yes,$2.23 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,70,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:23,26376.0,came2994,Completed - Ready For Pickup,11/13/2025,Yes,$2.68 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,84.4,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:23,26375.0,kahu5160,Completed - Ready For Pickup,11/11/2025,Yes,$0.71 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,14,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:22,26373.0,joda3853,Completed - Ready For Pickup,11/7/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/6/2025 11:22,26372.0,clca4649,Completed - Ready For Pickup,11/7/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/6/2025 11:20,26371.0,mabr7216,Completed - Ready For Pickup,11/11/2025,Yes,$2.07 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Lavender (Translucent),,,High Speed,65,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:19,26370.0,rash4293,Cancelled,11/11/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:17,26369.0,alpl9960,Completed - Ready For Pickup,11/12/2025,Yes,$1.60 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,50.12,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:12,26368.0,olfe8102,Completed - Ready For Pickup,11/11/2025,Yes,$1.27 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,39.48,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 11:09,26366.0,akto2105,Completed - Ready For Pickup,11/11/2025,Yes,$3.72 ,bhvi9697,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,117.51,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 10:47,26364.0,alle5434,Completed - Ready For Pickup,11/11/2025,Yes,$1.16 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,35.9,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/6/2025 9:40,26361.0,clca4649,Completed - Ready For Pickup,11/7/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/6/2025 8:55,26360.0,grst5137,Completed - Ready For Pickup,11/7/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/6/2025 3:47,26359.0,dafe4501,Completed - Ready For Pickup,11/7/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/6/2025 2:45,26358.0,gaal3782,Completed - Ready For Pickup,11/13/2025,Yes,$0.71 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,16.8,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 23:30,26357.0,haga7025,Completed - Ready For Pickup,11/10/2025,Yes,$1.90 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,59.7,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 22:58,26356.0,joda3853,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,11/5/2025 21:47,26354.0,mami6514,Completed - Ready For Pickup,11/10/2025,Yes,$0.82 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,25.23,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 20:53,26353.0,kawi2987,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 20:20,26352.0,cuma9967,Completed - Ready For Pickup,11/11/2025,Yes,$0.92 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,28.3,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 19:57,26351.0,wita5640,Completed - Ready For Pickup,11/10/2025,Yes,$0.71 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,16.58,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 19:14,26350.0,vica5779,Completed - Ready For Pickup,11/10/2025,Yes,$2.73 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Teal,,,Standard,86,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 18:34,26349.0,tyti2329,Completed - Ready For Pickup,11/10/2025,Yes,$1.26 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,39.3,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 16:17,26346.0,nile8947,Cancelled,11/12/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,Standard,,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 15:23,26343.0,jost6702,Completed - Ready For Pickup,11/13/2025,Yes,$0.71 ,miba2167,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,13.61,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 15:13,26342.0,mast3663,Completed - Ready For Pickup,11/10/2025,Yes,$0.71 ,bhvi9697,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,20.82,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 14:25,26341.0,nane7060,Completed - Ready For Pickup,11/10/2025,Yes,$9.48 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Grey,,,High Speed,301.46,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 14:22,26340.0,cajo7838,Cancelled,11/10/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Clear,,,High Speed,47.56,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 14:02,26338.0,avsa3064,Completed - Ready For Pickup,11/6/2025,Yes,$0.00 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/5/2025 14:00,26337.0,shno5718,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,miba2167,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 13:47,26336.0,shno5718,Cancelled,11/6/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 13:41,26335.0,aita2410,Completed - Ready For Pickup,11/6/2025,Yes,$0.00 ,miba2167,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,16.0,0.0
Fall 2025,11/5/2025 13:34,26333.0,maco8965,Completed - Ready For Pickup,11/13/2025,Yes,$1.96 ,miba2167,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,61.55,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 13:10,26332.0,sead5789,Completed - Ready For Pickup,11/6/2025,Yes,$8.46 ,miba2167,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,11/5/2025 12:31,26330.0,nama5065,Completed - Ready For Pickup,11/6/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 12:30,26329.0,nama5065,Completed - Ready For Pickup,11/6/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 12:17,26327.0,emwu9594,Completed - Ready For Pickup,11/6/2025,Yes,$5.64 ,miba2167,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/5/2025 11:49,26326.0,tyta8602,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,tani4057,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 11:31,26323.0,zast7975,Completed - Ready For Pickup,11/6/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 11:26,26322.0,wyla7849,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,tani4057,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 10:55,26321.0,grwa9538,Completed - Ready For Pickup,11/6/2025,Yes,$5.64 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/5/2025 10:43,26320.0,jaac3340,Completed - Ready For Pickup,11/10/2025,Yes,$0.71 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Red,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 9:33,26318.0,hede2294,Completed - Ready For Pickup,11/6/2025,Yes,$5.66 ,tani4057,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 8:50,26317.0,emva9313,Completed - Ready For Pickup,11/10/2025,Yes,$1.15 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,35.69,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/5/2025 8:32,26316.0,elig5673,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,tani4057,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 2:59,26315.0,tyby2653,Completed - Ready For Pickup,11/6/2025,Yes,$11.31 ,tani4057,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/5/2025 2:32,26314.0,cagi9706,Completed - Ready For Pickup,11/6/2025,Yes,$11.31 ,tani4057,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/5/2025 0:57,26312.0,lela7027,Completed - Ready For Pickup,11/6/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/5/2025 0:25,26311.0,daro9312,Completed - Ready For Pickup,11/10/2025,Yes,$0.71 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,15,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/4/2025 22:10,26310.0,saal5609,Completed - Ready For Pickup,11/5/2025,Yes,$2.82 ,tani4057,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/4/2025 17:59,26308.0,keal9910,Completed - Ready For Pickup,11/5/2025,Yes,$28.28 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,5.0,0.0
Fall 2025,11/4/2025 14:11,26301.0,cach1913,Completed - Ready For Pickup,11/6/2025,Yes,$0.27 ,magl3911,Document,No,1.0,Tabloid (11 x 17),White,Cardstock,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/4/2025 14:10,26300.0,cach1913,Completed - Ready For Pickup,11/6/2025,Yes,$0.16 ,magl3911,Document,No,1.0,Letter (8.5 x 11),White,Cardstock,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/4/2025 12:41,26299.0,quet7779,Completed - Ready For Pickup,11/5/2025,Yes,$22.63 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,4.0,0.0
Fall 2025,11/4/2025 12:40,26298.0,quet7779,Completed - Ready For Pickup,11/5/2025,Yes,$22.60 ,eeto3049,Large-Format Poster,No,1.0,"ARCH E (36""x48"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/4/2025 12:23,26297.0,reja7667,Completed - Ready For Pickup,11/10/2025,Yes,$0.77 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,23.5,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/4/2025 12:21,26296.0,chhu6409,Completed - Ready For Pickup,11/5/2025,Yes,$15.54 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Satin Photo Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/4/2025 11:31,26294.0,lulo7998,Completed - Ready For Pickup,11/6/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/4/2025 11:30,26293.0,lulo7998,Completed - Ready For Pickup,11/6/2025,Yes,$8.46 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,6.0,0.0
Fall 2025,11/4/2025 9:13,26292.0,kawa4827,Completed - Ready For Pickup,11/13/2025,Yes,$1.33 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,41.32,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/3/2025 18:48,26291.0,alto1484,Completed - Ready For Pickup,11/4/2025,Yes,$51.65 ,assh2097,Large-Format Poster,No,1.0,Custom,Satin Photo Paper,36 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,12.0,0.0
Fall 2025,11/3/2025 15:27,26290.0,hede2294,Completed - Ready For Pickup,11/4/2025,Yes,$11.30 ,eeto3049,Large-Format Poster,No,1.0,"ARCH E (36""x48"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/3/2025 14:36,26288.0,amma2374,Completed - Ready For Pickup,11/4/2025,Yes,$1.57 ,miba2167,Document,No,3.0,Tabloid (11 x 17),White,Generic Printer Paper,Grayscale,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,0.0,3.0
Fall 2025,11/3/2025 12:30,26285.0,chhu6409,Cancelled,11/4/2025,No,,,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Satin Photo Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/3/2025 12:17,26284.0,cabj2601,Completed - Ready For Pickup,11/4/2025,Yes,$4.21 ,grje8745,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,24 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/3/2025 12:03,26283.0,cabj2601,Cancelled,11/4/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/3/2025 12:01,26282.0,cabj2601,Cancelled,11/4/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/3/2025 8:50,26277.0,doka1702,Completed - Ready For Pickup,11/4/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,1.0
Fall 2025,11/3/2025 8:42,26276.0,emja1130,Completed - Ready For Pickup,11/4/2025,Yes,$5.66 ,grje8745,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/2/2025 10:32,26274.0,racl9564,Completed - Ready For Pickup,11/6/2025,Yes,$1.68 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,52.56,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/31/2025 16:54,26272.0,lico6704,Completed - Ready For Pickup,11/5/2025,Yes,$3.71 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,117.33,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/31/2025 15:28,26271.0,beda2798,Completed - Ready For Pickup,11/5/2025,Yes,$1.76 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,55.09,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/31/2025 13:19,26267.0,evwa5459,Completed - Ready For Pickup,11/3/2025,Yes,$3.40 ,macl5840,Document,No,12.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,10/31/2025 12:20,26266.0,niro3799,Completed - Ready For Pickup,11/5/2025,Yes,$0.71 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,13.98,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/31/2025 11:24,26264.0,else8492,Completed - Ready For Pickup,11/3/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,10/30/2025 14:15,26260.0,emta6640,Completed - Ready For Pickup,10/31/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,10/30/2025 13:43,26259.0,suim2440,Completed - Ready For Pickup,11/10/2025,Yes,$1.20 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/30/2025 13:00,26258.0,amma2374,Completed - Ready For Pickup,11/4/2025,Yes,$0.87 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Purple,,,Standard,26.8,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/30/2025 12:25,26257.0,maha5859,Completed - Ready For Pickup,10/31/2025,Yes,$0.28 ,bhvi9697,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,10/30/2025 11:21,26256.0,elfe7839,Completed - Ready For Pickup,11/13/2025,Yes,$0.75 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,22.8,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/30/2025 10:52,26254.0,racl9564,Completed - Ready For Pickup,11/6/2025,Yes,$1.61 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,50.41,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/29/2025 15:14,26251.0,grje8745,Completed - Ready For Pickup,10/30/2025,Yes,$0.00 ,macl5840,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,2.0,1.0
Fall 2025,10/29/2025 9:23,26242.0,akto2105,Completed - Ready For Pickup,10/30/2025,Yes,$0.00 ,eeto3049,Document,No,21.0,Letter (8.5 x 11),White,Generic Printer Paper,Grayscale,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,0.0,2.0
Fall 2025,10/28/2025 21:45,26238.0,jaar5772,Completed - Ready For Pickup,10/29/2025,Yes,$0.00 ,eeto3049,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,36 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,1.0
Fall 2025,10/28/2025 15:58,26235.0,cabe2826,Cancelled,10/29/2025,No,,,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,10/28/2025 14:11,26234.0,emta4037,Cancelled,10/31/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,170.87,>10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,10/28/2025 14:10,26233.0,emta4037,Cancelled,10/31/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
